NA NA NA NA NA NA NA NA NA NA NA 224.8696 225.2692 225.7826 NA NA 227.4 227.75 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA NA NA NA NA NA 225.5818 226.0156 226.4844 227 227.5156 228.0313 228.5156 228.9688 229.3438 229.7031 230.2344 230.6491 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA 223.3077 NA NA 225.1765 225.68 226.2222 226.7656 227.3438 227.75 228.3906 228.8594 229.4063 229.7656 230.2813 230.5313 231.0938 231.5156 231.9531 232.4576 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA 223.9767 224.4375 224.8594 225.4844 226.2656 226.8281 227.4688 228.0313 228.5469 229.0625 229.5781 230.1406 230.625 231.2031 231.5313 231.7813 232.3594 232.7813 233.2813 233.6406 234.1923 234.8158 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
223 223.5781 224.375 225.0625 225.6875 226.1719 226.7813 227.4531 228.0781 228.625 229.2656 229.6875 230.2656 230.7656 231.3281 231.8281 232.3594 232.7188 233.0781 233.5469 234 234.4688 234.9063 235.3594 235.6875 236.2222 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA 224.7031 225.2969 226.0469 226.75 227.4063 227.9219 228.6406 229.3594 229.8125 230.4531 230.7969 231.2813 231.875 232.3594 232.8906 233.4063 233.8594 234.3125 234.7031 235.2188 235.625 236.0938 236.5156 236.9063 237.3125 237.6406 238.0313 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA 225.6909 226.375 227.0156 227.625 228.4688 229.125 229.7188 230.2813 230.9688 231.5469 231.8594 232.375 232.9375 233.4063 233.9063 234.4375 234.9219 235.4063 235.8438 236.3125 236.7188 237.1875 237.5781 238.0313 238.4063 238.7344 239.0938 239.8125 239.975 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA 227.4068 228.0313 228.625 229.4375 230.0938 230.7031 231.1875 231.8906 232.4844 232.9063 233.3281 233.8594 234.4375 234.9375 235.4375 235.9375 236.375 236.8594 237.3125 237.7656 238.2031 238.6094 239.0469 239.4375 239.7656 240.1406 240.4844 240.7708 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA 228.2381 228.9063 229.4063 230.2344 230.9219 231.5 232.0938 232.7188 233.2344 233.875 234.1875 234.8281 235.3438 235.9063 236.4219 236.9375 237.3125 237.7813 238.2344 238.75 239.1406 239.5781 240 240.375 240.7813 241.0938 241.4688 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA 228.4 228.9796 229.4615 230.0469 230.8594 231.6406 232.1563 232.8438 233.4063 234.0313 234.6094 235.0313 235.6875 236.2031 236.8281 237.2969 237.8594 238.1406 238.7031 239.1094 239.6094 240.0469 240.4688 240.9375 241.2656 241.6719 242.0156 242.3438 242.7857 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA 230.807 231.4844 232.0625 232.8438 233.3125 234.0156 234.7656 235.1094 235.8438 236.3594 237.0156 237.6563 238.1094 238.6719 239.0156 239.4531 239.9688 240.4219 240.9063 241.25 241.8125 242.0938 242.5156 242.9219 243.1719 243.5417 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA 230.4333 231 231.7813 232.3438 233 233.7813 234.2656 235 235.7656 236.1563 237 237.6563 238.0781 238.9063 239.1094 239.8438 240.0313 240.75 241 241.5938 242 242.3281 242.9688 243.0156 243.625 244 244.0469 245.8167 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
