NA NA NA NA NA NA NA NA NA NA NA 217 217 217 NA NA 217 217 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA NA NA NA NA NA 217 217 217 217 217 217 217 217 217 217 216.3906 216 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA 217 NA NA 217 217 217 217 217 217 217 217 217 217 217 217 217 216.9688 216.4219 216.0508 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 216.8438 216.3269 216 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
217.65 217.4688 217.2188 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 216.75 216.5556 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA 217.3906 217.0313 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 216.5313 216.375 216.375 216.1875 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA 217.8909 217.2344 217.0313 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 216.9063 216.7188 216.5469 216.8125 216.3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA 218 217.4844 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA 218 217.75 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217.0625 217.1719 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA 218 217.8571 217.5192 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217.2188 217.5 217.7031 217.9063 218 218 218 218 218 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217.1875 217.6875 218 218 218 218 218 218 218 218 218.1667 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA 217.4167 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217.3281 217.9063 218 218 218 218 218 218.1875 218.625 218.8438 218.9844 219 220.3667 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217.1719 217.9375 218 218 218 218.1406 218.4688 218.8438 219 219 219 219 219.0625 220.5469 221 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA 217 217 217 217 217 217 217 217 217 217 217 217.1406 217.6875 218 218 218.1875 218.3438 218.9688 219 219 219.0781 219.3438 219.4688 219.8594 220 221.25 221.8125 221.9219 222 222 222 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA NA NA 217 NA 217 217 217 217 217 217 217.0625 217.5156 218 218.2031 218.625 218.7813 219 219 219.2656 219.6406 219.9688 220 220 220.0781 220.2031 221.6875 222.3438 222.5313 222.6719 222.8125 222.875 223.0833 223.1111 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA 217 217 217 217 217 217.2031 217.3594 217.5313 217.7031 217.6875 217.8438 217.9531 218.1719 218.5938 218.875 218.9063 219.0156 219.8281 220 220 220.1406 220.4688 220.6875 220.9688 221.0313 222.5313 223 223.1875 223.375 223.5156 223.6406 223.875 223.9688 223.8594 224.0156 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA 217 217 217 217 217.0156 217.25 217.375 217.6719 217.6563 217.9219 218 218.1406 218.5313 218.9688 219.0313 219.4375 219.8594 219.9844 219.9844 220.2813 220.75 220.9844 221 221.1563 221.4531 221.9375 223.3906 223.75 224 224 224.2188 224.4063 224.6875 224.7344 224.7969 224.9423 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA 217 217 217 217.0781 217.7188 218 218 218 218 218.0156 218.4844 218.9844 219 219.125 219.8594 220 220.0313 220.4688 220.8594 220.9375 221.0781 221.4531 221.8438 222 222.0313 222.2344 224.1094 224.7344 224.75 224.8438 225.0156 225.1719 225.4844 225.8438 225.5909 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA 217 217.0156 217.7813 218 218 218 218 218.1094 218.7188 219 219 219.1094 219.6875 220 220.25 220.7969 221 221.0313 221.5625 221.9844 222.0313 222.3594 222.7656 223 223.0625 224.6406 225.5156 225.8594 226 226.0781 226.1563 226.0313 226.2969 226.5246 227 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA 217 217 NA NA NA 218 218 218.1406 218.5938 218.9375 219 219.0156 219.4531 219.9688 220.0938 220.75 221 221.0625 221.5156 221.8438 222 222.5469 222.9375 223 223.25 223.625 223.8906 225.5 226.0469 226.2656 226.8594 227 227 226.8281 227.0781 227.2931 227.1923 227.1219 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA NA NA NA 218 218.2344 218.8906 219 219 219.0781 219.7656 220 220.0156 220.6094 221.0156 221.4375 221.9375 222 222.2813 222.8281 223 223.1563 223.4063 224 224.1875 224.6406 226.3125 226.9844 227.1406 227.3594 227.4688 227.8594 227.9688 228.0469 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA NA NA 218 218.2344 218.9531 219 219 219.0469 219.8125 220 220.1094 220.75 221.0938 221.7656 222 222.1406 222.7344 222.9688 223.0469 223.4844 223.8906 224 224.3906 225 225.1875 227.0156 227.8281 228 228.2031 228.4688 228.7344 228.9219 228.7813 228.661 228.8958 229.0833 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA NA NA 218 218.5625 218.9063 219 219.1406 219.7344 220 220.0469 220.625 221 221.4531 222.0313 222.4688 222.9688 223 223.2344 223.8281 224.125 224.1875 224.6563 224.9688 225.375 226 227.5 228.25 228.875 229.0469 229.3125 229.3906 229.6406 229.9063 229.875 229.8281 229.9063 230.082 NA NA NA NA NA NA NA NA NA NA NA NA 230.2692 NA NA NA NA NA NA NA 
NA NA NA NA NA NA 218 218.0938 218.4844 218.9688 219.2031 219.9688 220 220.0938 220.6875 221 221.4531 222.0781 222.875 223 223.2656 223.6563 224.0625 224.4531 224.9844 225.125 225.4844 225.9375 226.1563 226.5781 228.2813 228.9844 229.4688 229.9531 230.1875 230.2969 230.5625 230.8438 231.1563 231.0469 230.8281 231 230.8906 230.7778 230.9048 230.7288 230.96 230.7576 NA NA NA NA 231.9298 232.2813 232.1719 231.5938 231.85 NA NA NA NA NA 
NA NA NA NA NA NA 218 218.0938 218.5313 218.9063 219.1406 219.7188 220 220.3594 220.9688 221.1406 221.8438 222.0938 222.8281 223 223.2344 223.6719 224.0625 224.2969 224.9688 225.4688 225.3125 225.7969 226 226.5625 227.3438 227.8281 228.1875 228.625 229.1563 229.2188 230.25 231.5625 231.8906 232 231.7344 231.6563 231.75 232.25 232.5 232.9063 232.7969 232.5 NA NA NA 232.4792 233.3125 233.0781 232.7813 232.5469 232.1915 232 231.8983 NA NA NA 
NA NA NA NA NA 217.4219 218.0469 218.6094 218.8594 219 219.375 220 220.25 220.7656 220.9688 221.3438 222 222.5 223 223.2188 223.9063 224 224.3125 224.8281 225.5469 225.8906 225.9844 226.0313 226.7813 227.125 227.9375 228.2969 228.7031 229.0156 229.5313 229.7656 230.9375 232.125 232.5 232.5938 233.0313 232.9219 232.6406 233.1094 233.2188 233.6719 234.1563 233.9063 233.3279 NA 232.9394 234.1875 234.5313 233.6875 233.3393 233.1489 NA NA NA NA NA NA 
NA NA NA NA NA 217.2344 218.2969 218.9531 219.1094 219.125 219.8906 220.125 220.5938 221.375 221.75 221.9688 222.4063 223 223.4688 223.9844 224.2188 224.6875 224.8906 225.0313 225.9844 226.0938 226.5 226.9375 227.3125 227.9063 228.5781 229 229.4844 229.7656 230.25 230.4844 231.8438 232.9688 233.1406 233.6406 233.7031 234.1563 233.8906 233.8906 234.3594 234.4688 235 235.1719 235.2344 234.4219 234.25 235.2813 235.1719 234.875 234.5085 NA NA NA NA NA NA NA 
NA NA NA NA 216.9091 217.5156 218.5469 219.1406 219.4219 219.875 220.0156 220.3281 220.9844 221.8906 222.2344 222.7188 222.9688 223.4688 223.9531 224.2188 224.9219 225.125 225.6406 225.8125 226.25 226.875 227.1563 227.6875 228 228.2188 229.125 229.7656 229.9844 230.3906 231.0156 231.2969 232.4375 233.7656 234.0313 234.2188 234.3906 235.0625 235.1875 235.4063 235.4063 235.875 235.9375 236.2188 235.9063 235.7656 235.1563 236.1563 236.0156 235.7031 235.5625 235.2571 NA NA NA NA NA NA 
NA NA NA NA NA 217.4118 218 218.7321 219.875 220.4219 220.4844 221.1094 221.7031 222.0781 222.4688 223 223.125 223.8438 224.25 224.9844 225.4688 225.7188 226.0781 226.6719 227.1875 227.6094 227.875 228.125 228.625 229.1406 229.8594 230.5 230.9219 231.2188 231.75 232.0313 233.2031 234.5938 234.8594 235 235.1094 235.1719 235.9844 236.5469 237.0156 237.2969 237.2969 237.6563 236.7656 236.5313 236.8281 237.0313 237.0625 236.8438 236.6406 236.0156 236.2195 NA NA NA NA NA 
NA NA NA NA NA NA NA NA 219.7213 220.5 221.3906 222.4219 222.8594 222.9375 223.4688 223.6094 223.8906 224.5469 225.1719 225.2656 225.875 226.0625 226.7969 227.2031 227.9531 228.5 228.9688 229.125 229.3594 229.7656 230.6094 231.0313 231.5625 232.0469 232.4375 232.9531 233.9844 235.2188 235.6719 235.9219 236.2344 235.625 236.7188 237.0156 237.2188 237.8906 238.5469 238.5313 237.9844 237.9063 237.9688 237.8906 238 237.75 237.4688 236.7969 237 236.94 NA NA NA NA 
NA NA NA NA NA NA NA NA NA 220.6667 222.1406 223.7969 224.6563 224.7344 224.8281 224.6406 225.2344 225.5313 225.9844 226.4375 226.6094 226.9688 227.3281 227.8281 228.8438 229.5313 229.6719 229.8906 230.2344 230.9063 231.5781 232 232.0938 232.6094 232.9531 233.2813 234.125 234.7969 235.1406 235.5469 235.7969 235.7656 237.5313 238.5 238.4844 238.9063 239.2031 239.0469 238.7969 238.9531 238.7656 239.2969 238.8438 238.7969 238.4063 238.0938 237.75 NA NA NA NA NA 
NA NA NA NA NA NA NA NA NA NA 222.027 223.2807 224.6719 225.25 226.0781 226.0156 226.4531 227.3125 227.9063 228.0469 228.3594 228.5156 228.5938 229.0156 230.2656 230.5469 230.875 231 231.5313 231.7188 232.3438 232.8281 232.9219 233.3281 233.8125 234 234.3281 234.9688 235.2344 235.5 235.7656 236.25 237.2344 239.5781 239.9219 240.6719 239.7344 239.2031 239.2656 239.4063 239.6406 239.8594 239.375 239.5781 238.625 238.4844 238.5082 NA NA NA NA NA 
NA NA NA NA NA NA NA NA NA NA NA NA 223.9677 225.1719 226.5 226.7969 227.0938 227.8281 228.5 228.7188 228.9531 229.4063 229.7656 229.8594 230.875 231.2188 231.2969 231.7813 232.2031 232.6406 233.0625 233.4219 233.7031 234.3281 234.5938 234.7188 234.75 235.3125 235.6563 236.0156 236.5156 237.2656 238.6406 240.5 241.125 241.2344 240.8281 239.6094 240.0781 240.4688 240.3281 240.1094 239.9063 239.9355 239.9302 239.5 NA NA NA NA NA NA 
NA NA NA NA NA NA NA 223.6557 223.7 224.4375 223.9444 224.4032 225.2656 225.8906 227.1563 227.3594 227.8281 228.1875 228.875 229.4063 229.4375 229.9688 230.4375 230.8594 231.625 232.2188 232.2656 232.4688 232.9531 233.125 233.8125 234.25 234.625 234.9844 234.9375 235.1875 235.7344 236 236.3438 236.625 237.1875 237.8906 239.3594 241.5625 241.7656 241.6406 241.0469 240.4063 240.8438 241.1406 241.0938 240.9375 240.875 240.9636 NA NA NA NA NA NA NA NA 
NA NA NA NA NA NA NA 225.8235 226.1406 227.375 227.2656 227.0625 227.3906 227.9531 228.125 228.2969 228.5938 229.0313 229.8438 229.6406 230.0313 230.4844 231 231.6563 232.5469 232.7969 233.0938 233.5625 233.2188 233.6719 234.7031 235.1875 235.3125 235.4688 235.75 235.9219 236.2344 236.3438 237.0469 237.4844 237.7813 238.2813 239.4688 241.75 241.4688 240.9688 240.9063 241.0625 241.3125 241.875 241.5313 241.4375 241.375 241.9737 NA NA NA NA NA NA NA NA 
NA NA NA NA NA NA NA NA 227.0769 227.5556 227.8281 228.6406 228.9688 228.9219 229.4219 229.375 229.2031 229.9531 230.5625 230.7813 230.8906 231.1563 231.9531 232.25 233.1094 233.9219 234.125 234.2969 234.5156 234.0781 235.1719 236.1094 236.5625 236.2656 236.4688 236.6563 237.2969 237.0938 237.9844 238.0625 238.625 238.7969 239.8594 241.2656 241.3594 241.1094 241.625 241.9375 242.0469 242.625 242.2031 242 242.0781 NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA NA NA NA NA NA 228.7143 230.4375 230.7969 230.625 230.8281 231.1719 230.9219 231.0781 231.3594 231.7031 232.3438 232.2969 233 233.6719 233.9063 234.1406 234.9063 235 235.0625 235.0469 235.9219 236.7656 237.1719 237.0313 237.4844 237.6875 237.6875 237.9063 238.5313 238.7188 239.0313 239.5156 240.3906 242.25 242.3438 242.75 243.1719 242.8594 242.75 243.0781 242.8438 243 242.7031 243.2432 NA NA NA NA NA NA NA NA 
NA NA NA NA NA NA NA NA NA NA NA 231.1719 232.2344 232.75 232.5625 232.4219 232.1875 232.9063 232.9063 232.375 233.3906 233.625 234.3125 234.6406 234.5938 234.6875 234.875 235.0625 235.5313 235.8438 236.7344 237.1563 237.3594 237.7813 238.0313 238.5781 238.7031 238.7344 239 239.1094 239.9844 240.6563 241.3125 243.1875 242.9375 243.0313 243.75 243.9219 244.2188 243.8438 244.0156 243.6094 243.6406 244.0862 NA NA NA NA NA NA NA NA 
NA NA NA NA NA NA NA NA NA NA 230.7333 231.5 232.6563 233.5313 234.125 233.9844 233.8438 234.3281 234.0781 233.5781 234.0938 234.9844 235.6563 236.5 236.0625 235.2344 235.625 236.2813 236.5 236.4844 237.125 237.7656 237.9063 238.2031 238.75 239.0938 239.125 239.6406 239.7188 240.1094 240.4531 241.1563 242.0469 243.5313 243.7188 243.7656 244.1719 244.5313 244.375 244.5938 244.4531 244.2344 244.2656 244.7188 244.7969 NA NA NA NA NA NA NA 
NA NA NA NA NA NA 231.303 231.4688 231.037 231.5625 231.5763 232.1406 232.9844 234 235.0469 235.6719 235.7969 236.1406 235.8594 235.5156 235.6875 235.6719 236.9375 237.9219 237.9688 237.25 236.1406 236.8906 237.875 238.6719 239.25 239.1094 238.8594 239 239.2969 239.8906 240.0156 240.3281 240.8125 241.0781 241.25 241.8594 242.6875 244.1563 244.8281 245.0625 245.6875 245.9531 245.6719 245.3906 244.8594 245 245.0625 245.6094 245.8906 NA NA NA NA NA NA NA 
